,Unnamed: 0,experiment_id,methodological_detail_id,qualitative_outcome,disease_id,meddra_level,meddra_id,location_id,disease_name,organism_id,organism_name,organism_ncbi_id,subject_value,control_value,ratio,method_name,sample_name,host_type,host_id,publication_id,control_name,response_name,response_unit
21,2959,3232,,Reduced,179,preferred_term,10036556.0,32.0,pregnancy,628,Actinomycetales	,2037.0,,,-94.2,16S rRNA sequencing,Vaginal fluid,Human,469.0,411,Non-pregnant women,Fold change,
22,2960,3233,,Reduced,179,preferred_term,10036556.0,32.0,pregnancy,455,Leptotrichia amnionii,187101.0,,,-89.1,16S rRNA sequencing,Vaginal fluid,Human,469.0,411,Non-pregnant women,Fold change,
23,2969,3242,,Reduced,179,preferred_term,10036556.0,32.0,pregnancy,23,Parvimonas micra,33033.0,,,-66.8,16S rRNA sequencing,Vaginal fluid,Human,469.0,411,Non-pregnant women,Fold change,
24,2961,3234,,Reduced,179,preferred_term,10036556.0,32.0,pregnancy,791,Finegoldia magna,1260.0,,,-65.0,16S rRNA sequencing,Vaginal fluid,Human,469.0,411,Non-pregnant women,Fold change,
25,339,348,,Reduced,26,preferred_term,10008874.0,10.0,chronic fatigue syndrome,129,Holdemania,61170.0,,,-50.0,16S rRNA sequencing,Faeces,Human,42.0,41,Healthy control,,
26,2962,3235,,Reduced,179,preferred_term,10036556.0,32.0,pregnancy,44,Prevotella,59823.0,,,-48.0,16S rRNA sequencing,Vaginal fluid,Human,469.0,411,Non-pregnant women,Fold change,
27,230,232,,Reduced,1,preferred_term,10080683.0,10.0,autism,43,Bifidobacterium,41200.0,,,-44.0,Cell culture,Faeces,Human,25.0,24,Healthy control,% Difference,% Difference
28,7595,8008,341.0,Reduced,28,preferred_term,10012271.0,42.0,alzheimer's disease,1348,Aliihoeflea,610116.0,,,-37.1,16S rRNA sequencing,Blood,Human,971.0,854,Healthy control,B-value,
29,226,228,,Reduced,23,preferred_term,10021972.0,18.0,inflammatory bowel disease,163,Bacteroides thetaiotaomicron,818.0,,,-32.5,16S rRNA sequencing,Tissue biopsie,Human,24.0,23,Healthy control,% (prevalence),% (prevalence)
30,399,411,,Reduced,28,preferred_term,10012271.0,10.0,alzheimer's disease,240,Bacteroides fragilis,817.0,,,-24.5,qPCR,Faeces,Human,50.0,49,Healthy control,Fold change,Fold change
31,3097,3372,,Reduced,185,preferred_term,10037841.0,60.0,idiopathic rem sleep behavior disorder,818,Desulfovibrionaceae,194924.0,,,-23.3,16S rRNA sequencing,Nasal lavage,Human,486.0,427,Healthy control,log2 fold change,
32,7596,8009,341.0,Reduced,28,preferred_term,10012271.0,42.0,alzheimer's disease,1349,Pannonibacter,227873.0,,,-21.3,16S rRNA sequencing,Blood,Human,971.0,854,Healthy control,B-value,
33,2963,3236,,Reduced,179,preferred_term,10036556.0,32.0,pregnancy,470,Prevotella bivia,28125.0,,,-20.9,16S rRNA sequencing,Vaginal fluid,Human,469.0,411,Non-pregnant women,Fold change,
34,7589,8002,342.0,Reduced,28,preferred_term,10012271.0,10.0,alzheimer's disease,1037,Leucobacter,55968.0,,,-18.89,16S rRNA sequencing,Blood,Human,971.0,854,Healthy control,B-value,
35,232,234,,Reduced,1,preferred_term,10080683.0,10.0,autism,41,Enterococcus,35783.0,,,-16.0,Cell culture,Faeces,Human,25.0,24,Healthy control,% Difference,% Difference
36,4785,5139,91.0,Reduced,174,preferred_term,10039626.0,10.0,schizophrenia,9,Clostridium,1506.0,,,-15.9,16S rRNA sequencing,Faeces,Human,660.0,581,Healthy control,H,
37,7585,7998,342.0,Reduced,28,preferred_term,10012271.0,10.0,alzheimer's disease,175,Sutterella,40544.0,,,-12.84,16S rRNA sequencing,Faeces,Human,971.0,854,Healthy control,B-value,
38,4784,5138,91.0,Reduced,174,preferred_term,10039626.0,10.0,schizophrenia,175,Sutterella,40544.0,,,-12.0,16S rRNA sequencing,Faeces,Human,660.0,581,Healthy control,H,
39,4783,5137,91.0,Reduced,174,preferred_term,10039626.0,10.0,schizophrenia,247,Haemophilus,724.0,,,-11.3,16S rRNA sequencing,Faeces,Human,660.0,581,Healthy control,H,
40,9515,9982,534.0,Reduced,73,preferred_term,10011078.0,10.0,coronary artery disease,501,Anaerosporobacter,653683.0,,,-11.24,16S rDNA pyrosequencing,Faeces,Human,1190.0,1072,Healthy control,log2 fold change,
41,2968,3241,,Reduced,179,preferred_term,10036556.0,32.0,pregnancy,457,Atopobium vaginae,82135.0,,,-10.8,16S rRNA sequencing,Vaginal fluid,Human,469.0,411,Non-pregnant women,Fold change,
42,10093,10570,575.0,Reduced,99,preferred_term,10025409.0,19.0,macular degeneration,77,Fusobacterium,68766.0,,,-10.53,16S rRNA sequencing,Buccal swab,Human,1240.0,1119,Healthy control,Log2 FC,
43,8317,8759,416.0,Reduced,14,preferred_term,10011762.0,61.0,cystic fibrosis,1088,Malassezia,55193.0,,,-10.0,ITS2 sequencing,Nasal swab,Human,1057.0,942,Healthy control,Fold change,
44,396,408,,Reduced,28,preferred_term,10012271.0,10.0,alzheimer's disease,8,Eubacterium rectale,39491.0,,,-9.6,qPCR,Faeces,Human,50.0,49,Healthy control,Fold change,Fold change
45,7132,7528,302.0,Reduced,75,preferred_term,10036600.0,32.0,preterm birth,39,Bifidobacterium longum,216816.0,,,-8.84,16S rRNA sequencing,Vaginal swab,Human,920.0,809,Healthy control,Coefficient,
46,7133,7529,302.0,Reduced,75,preferred_term,10036600.0,32.0,preterm birth,111,Bifidobacterium breve,1685.0,,,-8.84,16S rRNA sequencing,Vaginal swab,Human,920.0,809,Healthy control,Coefficient,
47,3098,3373,,Reduced,185,preferred_term,10037841.0,60.0,idiopathic rem sleep behavior disorder,686,Oxalobacteraceae,75682.0,,,-8.54,16S rRNA sequencing,Nasal lavage,Human,486.0,427,Healthy control,log2 fold change,
48,7590,8003,342.0,Reduced,28,preferred_term,10012271.0,10.0,alzheimer's disease,324,Ochrobactrum,528.0,,,-8.07,16S rRNA sequencing,Blood,Human,971.0,854,Healthy control,B-value,
49,3109,3384,,Reduced,185,preferred_term,10037841.0,10.0,idiopathic rem sleep behavior disorder,819,Mitsuokella,52225.0,,,-7.83,16S rRNA sequencing,Faeces,Human,487.0,427,Healthy control,log2 fold change,
50,7586,7999,342.0,Reduced,28,preferred_term,10012271.0,10.0,alzheimer's disease,325,Paraprevotella,577309.0,,,-7.8,16S rRNA sequencing,Faeces,Human,971.0,854,Healthy control,B-value,
51,7584,7997,342.0,Reduced,28,preferred_term,10012271.0,10.0,alzheimer's disease,53,Parabacteroides,1869337.0,,,-7.65,16S rRNA sequencing,Faeces,Human,971.0,854,Healthy control,B-value,
52,3110,3385,,Reduced,185,preferred_term,10037841.0,10.0,idiopathic rem sleep behavior disorder,453,Megasphaera,906.0,,,-7.61,16S rRNA sequencing,Faeces,Human,487.0,427,Healthy control,log2 fold change,
53,3093,3368,,Reduced,27,preferred_term,10061536.0,60.0,parkinson's disease,818,Desulfovibrionaceae,194924.0,,,-7.46,16S rRNA sequencing,Nasal lavage,Human,486.0,427,Healthy control,log2 fold change,
54,3111,3386,,Reduced,185,preferred_term,10037841.0,10.0,idiopathic rem sleep behavior disorder,584,Methanosphaera,2316.0,,,-7.45,16S rRNA sequencing,Faeces,Human,487.0,427,Healthy control,log2 fold change,
55,2964,3237,,Reduced,179,preferred_term,10036556.0,32.0,pregnancy,412,Eggerthella,84111.0,,,-6.9,16S rRNA sequencing,Vaginal fluid,Human,469.0,411,Non-pregnant women,Fold change,
56,3112,3387,,Reduced,185,preferred_term,10037841.0,10.0,idiopathic rem sleep behavior disorder,263,Catenibacterium,135858.0,,,-6.05,16S rRNA sequencing,Faeces,Human,487.0,427,Healthy control,log2 fold change,
57,2965,3238,,Reduced,179,preferred_term,10036556.0,32.0,pregnancy,456,Gardnerella vaginalis,2702.0,,,-5.8,16S rRNA sequencing,Vaginal fluid,Human,469.0,411,Non-pregnant women,Fold change,
58,7582,7995,342.0,Reduced,28,preferred_term,10012271.0,10.0,alzheimer's disease,52,Alistipes,239759.0,,,-5.76,16S rRNA sequencing,Faeces,Human,971.0,854,Healthy control,B-value,
59,3089,3364,,Reduced,27,preferred_term,10061536.0,60.0,parkinson's disease,814,Listeriaceae,186820.0,,,-5.72,16S rRNA sequencing,Nasal lavage,Human,486.0,427,Healthy control,log2 fold change,
60,483,499,,Reduced,5,preferred_term,10023003.0,10.0,irritable bowel syndrome,277,Fusibacter,76008.0,,,-5.5,Phylogenetic microarray,Faeces,Human,66.0,62,Healthy control,Log2,Log2
61,7130,7526,302.0,Reduced,75,preferred_term,10036600.0,32.0,preterm birth,334,Lactobacillus gasseri,1596.0,,,-5.36,16S rRNA sequencing,Vaginal swab,Human,920.0,809,Healthy control,Coefficient,
62,7131,7527,302.0,Reduced,75,preferred_term,10036600.0,32.0,preterm birth,1309,Lactobacillus johnsonii,33959.0,,,-5.36,16S rRNA sequencing,Vaginal swab,Human,920.0,809,Healthy control,Coefficient,
63,5602,5975,175.0,Reduced,32,preferred_term,10034539.0,28.0,aggressive periodontitis,440,Streptococcus australis,113107.0,,,-4.59,Human Oral Microbe Identification Microarray (HOMIM),Subgingival plaque,Human,773.0,680,Healthy control,W-value,
64,7134,7530,302.0,Reduced,75,preferred_term,10036600.0,32.0,preterm birth,388,Lactobacillus crispatus,47770.0,,,-4.58,16S rRNA sequencing,Vaginal swab,Human,920.0,809,Healthy control,Coefficient,
65,7135,7531,302.0,Reduced,75,preferred_term,10036600.0,32.0,preterm birth,523,Lactobacillus acidophilus,1579.0,,,-4.58,16S rRNA sequencing,Vaginal swab,Human,920.0,809,Healthy control,Coefficient,
66,5603,5976,175.0,Reduced,32,preferred_term,10034539.0,28.0,aggressive periodontitis,351,Streptococcus oralis,1303.0,,,-4.57,Human Oral Microbe Identification Microarray (HOMIM),Subgingival plaque,Human,773.0,680,Healthy control,W-value,
67,3925,4226,34.0,Reduced,215,low_level_term,10047921.0,10.0,atopic wheeze,33,Bifidobacterium,41200.0,,,-4.51,16S rRNA sequencing,Faeces,Human,580.0,505,Healthy control,log2 fold change,
68,5604,5977,175.0,Reduced,32,preferred_term,10034539.0,28.0,aggressive periodontitis,37,Pseudomonas aeruginosa,287.0,,,-4.41,Human Oral Microbe Identification Microarray (HOMIM),Subgingival plaque,Human,773.0,680,Healthy control,W-value,
69,9520,9987,534.0,Reduced,73,preferred_term,10011078.0,10.0,coronary artery disease,1494, Ruminococcus gauvreauii,438033.0,,,-4.3,16S rDNA pyrosequencing,Faeces,Human,1190.0,1072,Healthy control,log2 fold change,
70,2966,3239,,Reduced,179,preferred_term,10036556.0,32.0,pregnancy,80,Dialister,39948.0,,,-4.1,16S rRNA sequencing,Vaginal fluid,Human,469.0,411,Non-pregnant women,Fold change,
71,344,353,,Reduced,26,preferred_term,10008874.0,10.0,chronic fatigue syndrome,231,Asaccharobacter,553372.0,,,-4.0,16S rRNA sequencing,Faeces,Human,41.0,41,Healthy control,,
72,7136,7532,302.0,Reduced,75,preferred_term,10036600.0,32.0,preterm birth,387,Lactobacillus iners,147802.0,,,-3.98,16S rRNA sequencing,Vaginal swab,Human,920.0,809,Healthy control,Coefficient,
73,7137,7533,302.0,Reduced,75,preferred_term,10036600.0,32.0,preterm birth,1310,Ralstonia solanacearum,305.0,,,-3.98,16S rRNA sequencing,Vaginal swab,Human,920.0,809,Healthy control,Coefficient,
74,7419,7822,325.0,Reduced,14,preferred_term,10011762.0,15.0,cystic fibrosis,77,Fusobacterium,68766.0,,,-3.3,16S rRNA sequencing,Bronchoalveolar lavage,Human,952.0,837,Healthy control,log2 fold change,
75,2967,3240,,Reduced,179,preferred_term,10036556.0,32.0,pregnancy,792,Ureaplasma,2129.0,,,-3.2,16S rRNA sequencing,Vaginal fluid,Human,469.0,411,Non-pregnant women,Fold change,
76,10253,10730,595.0,Reduced,7,preferred_term,10067585.0,10.0,type 2 diabetes,185,Collinsella,102106.0,,,-3.14,16S rRNA sequencing,Faeces,Human,1263.0,1141,Healthy control,Log2 FC,
77,10261,10738,595.0,Reduced,7,preferred_term,10067585.0,10.0,type 2 diabetes,1617,Cellulosilyticum ruminicola,425254.0,,,-3.11,16S rRNA sequencing,Faeces,Human,1263.0,1141,Healthy control,Log2 FC,
78,3090,3365,,Reduced,27,preferred_term,10061536.0,60.0,parkinson's disease,815,Bacillaceae,186817.0,,,-2.94,16S rRNA sequencing,Nasal lavage,Human,486.0,427,Healthy control,log2 fold change,
79,7420,7823,325.0,Reduced,14,preferred_term,10011762.0,15.0,cystic fibrosis,248,Neisseria,482.0,,,-2.9,16S rRNA sequencing,Bronchoalveolar lavage,Human,952.0,837,Healthy control,log2 fold change,
80,8666,9116,453.0,Reduced,27,preferred_term,10061536.0,5.0,parkinson's disease,1440,Bacillus megaterium,1404.0,,,-2.85,16S rRNA sequencing,Saliva,Human,1101.0,985,Healthy control,Log2 FC,
81,930,966,,Reduced,55,preferred_term,10033609.0,5.0,pancreatic cancer,429,Neisseria elongata,495.0,,,-2.84,qPCR,Saliva,Human,144.0,127,Healthy control,Fold change,Fold change
82,3113,3388,,Reduced,185,preferred_term,10037841.0,10.0,idiopathic rem sleep behavior disorder,44,Prevotella,59823.0,,,-2.81,16S rRNA sequencing,Faeces,Human,487.0,427,Healthy control,log2 fold change,
83,482,498,,Reduced,5,preferred_term,10023003.0,10.0,irritable bowel syndrome,276,Dehalobacter,56112.0,,,-2.8,Phylogenetic microarray,Faeces,Human,66.0,62,Healthy control,Log2,Log2
84,3114,3389,,Reduced,185,preferred_term,10037841.0,10.0,idiopathic rem sleep behavior disorder,820,Pasteurellales,135625.0,,,-2.76,16S rRNA sequencing,Faeces,Human,487.0,427,Healthy control,log2 fold change,
85,3091,3366,,Reduced,27,preferred_term,10061536.0,60.0,parkinson's disease,219,Ruminococcaceae,541000.0,,,-2.68,16S rRNA sequencing,Nasal lavage,Human,486.0,427,Healthy control,log2 fold change,
86,3092,3367,,Reduced,27,preferred_term,10061536.0,60.0,parkinson's disease,253,Micrococcaceae,1268.0,,,-2.62,16S rRNA sequencing,Nasal lavage,Human,486.0,427,Healthy control,log2 fold change,
87,10259,10736,595.0,Reduced,7,preferred_term,10067585.0,10.0,type 2 diabetes,200,Clostridium paraputrificum,29363.0,,,-2.51,16S rRNA sequencing,Faeces,Human,1263.0,1141,Healthy control,Log2 FC,
88,10255,10732,595.0,Reduced,7,preferred_term,10067585.0,10.0,type 2 diabetes,328,Anaerostipes,207244.0,,,-2.46,16S rRNA sequencing,Faeces,Human,1263.0,1141,Healthy control,Log2 FC,
89,931,967,,Reduced,55,preferred_term,10033609.0,5.0,pancreatic cancer,32,Streptococcus mitis,28037.0,,,-2.45,qPCR,Saliva,Human,144.0,127,Healthy control,Fold change,
90,7421,7824,325.0,Reduced,14,preferred_term,10011762.0,15.0,cystic fibrosis,74,Shigella,625.0,,,-2.4,16S rRNA sequencing,Bronchoalveolar lavage,Human,952.0,837,Healthy control,log2 fold change,
91,10256,10733,595.0,Reduced,7,preferred_term,10067585.0,10.0,type 2 diabetes,843,Epulopiscium,2383.0,,,-2.17,16S rRNA sequencing,Faeces,Human,1263.0,1141,Healthy control,Log2 FC,
92,6873,7268,287.0,Reduced,156,preferred_term,10082249.0,10.0,non-alcoholic fatty liver disease,560,Bilophila,35832.0,,,-1.831,16S rRNA sequencing,Faeces,Human,904.0,794,Healthy control,Log2,Log2
93,6874,7269,287.0,Reduced,156,preferred_term,10082249.0,10.0,non-alcoholic fatty liver disease,1281,Fastidiospila,236752.0,,,-1.79,16S rRNA sequencing,Faeces,Human,904.0,794,Healthy control,Log2,Log2
94,8667,9117,453.0,Reduced,27,preferred_term,10061536.0,5.0,parkinson's disease,1442,Buchnera aphidicola,9.0,,,-1.79,16S rRNA sequencing,Saliva,Human,1101.0,985,Healthy control,Log2 FC,
95,10254,10731,595.0,Reduced,7,preferred_term,10067585.0,10.0,type 2 diabetes,779,Adlercreutzia,447020.0,,,-1.79,16S rRNA sequencing,Faeces,Human,1263.0,1141,Healthy control,Log2 FC,
96,18,19,207.0,Reduced,2,preferred_term,10028245.0,10.0,multiple sclerosis,19,Megamonas funiformis,437897.0,,,-1.77,16S rRNA sequencing,Faeces,Human,2.0,2,Healthy control,Log10,Log10
97,10258,10735,595.0,Reduced,7,preferred_term,10067585.0,10.0,type 2 diabetes,191,Clostridium butyricum,1492.0,,,-1.76,16S rRNA sequencing,Faeces,Human,1263.0,1141,Healthy control,Log2 FC,
98,10260,10737,595.0,Reduced,7,preferred_term,10067585.0,10.0,type 2 diabetes,874,Pediococcus,1253.0,,,-1.72,16S rRNA sequencing,Faeces,Human,1263.0,1141,Healthy control,Log2 FC,
99,4150,4454,48.0,Reduced,167,low_level_term,10019167.0,10.0,hashimoto's thyroiditis,44,Prevotella,59823.0,,,-1.72,16S rRNA sequencing,Faeces,Human,598.0,523,Healthy control,log2 fold change,
100,7587,8000,342.0,Reduced,28,preferred_term,10012271.0,10.0,alzheimer's disease,317,Acinetobacter,469.0,,,-1.65,16S rRNA sequencing,Blood,Human,971.0,854,Healthy control,B-value,
101,7588,8001,342.0,Reduced,28,preferred_term,10012271.0,10.0,alzheimer's disease,554,Halomonas,2745.0,,,-1.54,16S rRNA sequencing,Blood,Human,971.0,854,Healthy control,B-value,
102,8668,9118,453.0,Reduced,27,preferred_term,10061536.0,5.0,parkinson's disease,1356,Campylobacter ureolyticus,827.0,,,-1.52,16S rRNA sequencing,Saliva,Human,1101.0,985,Healthy control,Log2 FC,
103,484,500,,Reduced,5,preferred_term,10023003.0,10.0,irritable bowel syndrome,278,Oxobacter,44261.0,,,-1.5,Phylogenetic microarray,Faeces,Human,66.0,62,Healthy control,Log2,Log2
104,8674,9124,453.0,Reduced,27,preferred_term,10061536.0,5.0,parkinson's disease,1451,Wenyingzhuangia fucanilytica,1790137.0,,,-1.5,16S rRNA sequencing,Saliva,Human,1101.0,985,Healthy control,Log2 FC,
105,10257,10734,595.0,Reduced,7,preferred_term,10067585.0,10.0,type 2 diabetes,210,Ruminococcus lactaris,46228.0,,,-1.49,16S rRNA sequencing,Faeces,Human,1263.0,1141,Healthy control,Log2 FC,
106,17,18,207.0,Reduced,2,preferred_term,10028245.0,10.0,multiple sclerosis,18,Prevotella copri,165179.0,,,-1.43,16S rRNA sequencing,Faeces,Human,2.0,2,Healthy control,Log10,Log10
107,9780,10247,557.0,Reduced,22,preferred_term,10061451.0,10.0,colorectal cancer,217,Phascolarctobacterium,33024.0,,,-1.41,16S rRNA sequencing,Faeces,Human,1218.0,1099,Healthy control,Log10 fold change,
108,6872,7267,287.0,Reduced,156,preferred_term,10082249.0,10.0,non-alcoholic fatty liver disease,818,Desulfovibrionaceae,194924.0,,,-1.4069999999999998,16S rRNA sequencing,Faeces,Human,904.0,794,Healthy control,Log2,Log2
109,6871,7266,287.0,Reduced,156,preferred_term,10082249.0,10.0,non-alcoholic fatty liver disease,68,Citrobacter,544.0,,,-1.3980000000000001,16S rRNA sequencing,Faeces,Human,904.0,794,Healthy control,Log2,Log2
110,9522,9989,534.0,Reduced,73,preferred_term,10011078.0,10.0,coronary artery disease,1548,Fournierella,1940255.0,,,-1.36,16S rDNA pyrosequencing,Faeces,Human,1190.0,1072,Healthy control,log2 fold change,
111,8669,9119,453.0,Reduced,27,preferred_term,10061536.0,5.0,parkinson's disease,1443,Candidatus Azobacteroides,511434.0,,,-1.33,16S rRNA sequencing,Saliva,Human,1101.0,985,Healthy control,Log2 FC,
112,7583,7996,342.0,Reduced,28,preferred_term,10012271.0,10.0,alzheimer's disease,36,Bacteroides,29523.0,,,-1.31,16S rRNA sequencing,Faeces,Human,971.0,854,Healthy control,B-value,
113,8670,9120,453.0,Reduced,27,preferred_term,10061536.0,5.0,parkinson's disease,1444,Candidatus Azobacteroides pseudotrichonymphae,511435.0,,,-1.29,16S rRNA sequencing,Saliva,Human,1101.0,985,Healthy control,Log2 FC,
114,10262,10739,595.0,Reduced,7,preferred_term,10067585.0,10.0,type 2 diabetes,196,Terrisporobacter glycolicus,36841.0,,,-1.28,16S rRNA sequencing,Faeces,Human,1263.0,1141,Healthy control,Log2 FC,
115,6870,7265,287.0,Reduced,156,preferred_term,10082249.0,10.0,non-alcoholic fatty liver disease,232,Enterobacteriaceae,543.0,,,-1.239,16S rRNA sequencing,Faeces,Human,904.0,794,Healthy control,Log2,Log2
116,8672,9122,453.0,Reduced,27,preferred_term,10061536.0,5.0,parkinson's disease,1070,Flavobacteriaceae,49546.0,,,-1.21,16S rRNA sequencing,Saliva,Human,1101.0,985,Healthy control,Log2 FC,
117,6883,7278,287.0,Reduced,156,preferred_term,10082249.0,43.0,non-alcoholic fatty liver disease,495,Nocardioides,1839.0,,,-1.194,16S rRNA sequencing,Blood,Human,904.0,794,Healthy control,Log2,Log2
118,6877,7272,287.0,Reduced,156,preferred_term,10082249.0,10.0,non-alcoholic fatty liver disease,218,Parasutterella,577310.0,,,-1.192,16S rRNA sequencing,Faeces,Human,904.0,794,Healthy control,Log2,Log2
119,6875,7270,287.0,Reduced,156,preferred_term,10082249.0,10.0,non-alcoholic fatty liver disease,65,Faecalibacterium,216851.0,,,-1.183,16S rRNA sequencing,Faeces,Human,904.0,794,Healthy control,Log2,Log2
120,6880,7275,287.0,Reduced,156,preferred_term,10082249.0,43.0,non-alcoholic fatty liver disease,1236,Deinococcus,1298.0,,,-1.172,16S rRNA sequencing,Blood,Human,904.0,794,Healthy control,Log2,Log2
121,6876,7271,287.0,Reduced,156,preferred_term,10082249.0,10.0,non-alcoholic fatty liver disease,66,Acidaminococcus,904.0,,,-1.159,16S rRNA sequencing,Faeces,Human,904.0,794,Healthy control,Log2,Log2
122,16,17,207.0,Reduced,2,preferred_term,10028245.0,10.0,multiple sclerosis,17,Desulfotomaculum,41211.0,,,-1.11,16S rRNA sequencing,Faeces,Human,2.0,2,Healthy control,Log10,Log10
123,4149,4453,48.0,Reduced,167,low_level_term,10019167.0,10.0,hashimoto's thyroiditis,36,Bacteroides,29523.0,,,-1.11,16S rRNA sequencing,Faeces,Human,598.0,523,Healthy control,log2 fold change,
124,9781,10248,557.0,Reduced,22,preferred_term,10061451.0,10.0,colorectal cancer,33,Bifidobacterium,41200.0,,,-1.1,16S rRNA sequencing,Faeces,Human,1218.0,1099,Healthy control,Log10 fold change,
125,8673,9123,453.0,Reduced,27,preferred_term,10061536.0,5.0,parkinson's disease,1447,Halobacillus mangrovi,402384.0,,,-1.08,16S rRNA sequencing,Saliva,Human,1101.0,985,Healthy control,Log2 FC,
